1	0.5676068464914957
2	0.13289913535118103
3	0.12454451620578766
4	0.17422877748807272
5	0.09440914293130238
6	0.08622063944737117
7	0.08646918584903081
8	0.06876423334081967
9	0.04635907088716825
10	0.060050553331772484
11	0.05967402954896291
12	0.059210002422332764
13	0.06801545371611913
14	0.05428257832924525
15	0.039768138279517494
16	0.079910925279061
17	0.05692930147051811
18	0.05940690264105797
19	0.04544209813078245
20	0.035088097055753074
21	0.04886722813049952
22	0.03962049881617228
23	0.04652952899535497
24	0.05996298665801684
25	0.042792736242214836
26	0.041339406122763954
27	0.043456209202607475
28	0.052038912971814476
29	0.03792961438496908
30	0.0456099696457386
31	0.04148235792915026
32	0.04417896022399267
33	0.04897969961166382
34	0.05680112913250923
35	0.04001969285309315
36	0.03293002520998319
37	0.04578831046819687
38	0.030580010265111923
39	0.0496447409192721
40	0.04642409707109133
41	0.05601603537797928
42	0.05777197331190109
43	0.04447859525680542
44	0.03607364619771639
45	0.06961660832166672
46	0.03770361840724945
47	0.05017812177538872
48	0.044725762059291206
49	0.031141698981324833
50	0.040113562097152076
